right_votes_24,right_votes_19,right_votes_14,total_votes_24,total_votes_19,total_votes_14,CNTR_CODE,lon,lat
67665,11767,23126,322401,287823,248056,NL,4.6,52.1
7663,996,2188,28667,24742,23956,NL,3.7,51.3
15884,3114,6518,108738,93039,82391,NL,6.6,53
11327,2451,4546,40240,36494,32197,NL,5.5,52.5
20403,4332,8436,82507,66820,59134,NL,6.3,52.7
35784,10370,20038,123263,104488,91895,NL,5.9,52.2
17371,223,496,69132,62078,55539,NL,6.1,51.2
16519,3189,5866,87355,75887,68489,NL,5.9,53
0,0,0,71776,47916,41264,SI,15.4,46.4
0,0,0,30442,19187,16218,SI,15,46
0,0,0,19762,14096,12227,SI,14,46.5
0,0,0,11328,8056,6822,SI,14.4,45.6
0,0,0,5239,3999,3613,SI,13.6,46.3
0,0,0,26410,18660,15987,SI,13.8,45.5
0,0,0,16001,11151,9719,SI,14.9,45.7
0,0,0,19784,14160,12147,SI,14.1,45.8
0,0,0,39338,25914,22064,SI,15.8,46.3
0,0,0,19540,14509,12084,SI,15.4,45.8
0,0,0,58252,40649,33335,SI,14.7,46.2
0,0,0,76354,53793,45675,SI,14.2,46.1
0,0,0,11904,8580,7360,SI,13.9,46.2
0,0,0,93454,72410,63915,SI,14.6,46
0,0,0,37327,25350,20807,SI,15.3,46.1
0,0,0,24648,17853,15284,SI,13.7,45.9
0,0,0,7379,5844,4825,SI,15.3,45.5
0,0,0,51412,35215,29153,SI,15.1,46.4
0,0,0,22570,16162,13016,SI,16.2,46.8
0,0,0,24102,16698,14216,SI,16.2,46.5
0,0,5339,20243,20091,19304,IE,-6.7,52.9
0,0,8033,26288,27458,25102,IE,-6.5,52.6
0,0,2775,16395,14345,15588,IE,-7.8,53.8
0,0,2622,15495,13558,14732,IE,-9.6,53.7
0,0,2865,16932,14814,16097,IE,-6.9,54.2
0,0,3760,22431,19690,21316,IE,-6.7,53.5
0,0,6145,20111,21006,19204,IE,-7.7,52.5
0,0,3385,11078,11571,10578,IE,-7.3,52.1
0,0,7271,23794,24853,22721,IE,-8.1,52.3
0,0,3020,17843,15612,16964,IE,-8.1,53.6
0,0,4052,23946,20952,22766,IE,-9,53.6
0,0,3442,20295,17767,19296,IE,-8.4,53.2
0,0,3518,20788,18188,19763,IE,-7.1,53.4
0,0,3572,21108,18469,20068,IE,-7.9,55.1
0,0,7932,29901,29733,28515,IE,-8.8,53
0,0,8697,28463,29729,27179,IE,-6.9,52.4
0,0,3029,17901,15663,17019,IE,-7.5,55.2
0,0,2854,16863,14755,16033,IE,-8.5,54.7
0,0,6472,21180,22122,20224,IE,-8.8,52.6
0,0,3388,20022,17518,19035,IE,-8.7,54.1
0,0,7593,24850,25956,23729,IE,-8.4,52.7
0,0,3170,10376,10837,9908,IE,-10.3,52.2
0,0,22740,191298,184490,179089,IE,-6.2,53.5
0,0,3046,17997,15747,17111,IE,-7.7,53.5
0,0,2715,16045,14039,15255,IE,-6.3,53.8
0,0,4581,27071,23686,25738,IE,-6.9,53.9
0,0,7265,23775,24832,22702,IE,-9.1,51.7
0,0,4852,28673,25088,27261,IE,-7.9,54.8
0,0,6923,22658,23666,21636,IE,-9.4,52
0,0,4182,24715,21625,23497,IE,-8.2,54.4
0,0,2811,16609,14532,15791,IE,-8.5,53.9
0,0,2533,14970,13098,14232,IE,-7.4,54.1
0,0,7427,24307,25388,23210,IE,-8.6,52.3
0,0,2792,16496,14434,15684,IE,-9.3,53.9
0,0,4686,27693,24230,26328,IE,-9.5,53.5
0,0,6004,19648,20522,18761,IE,-7.3,52.6
0,0,5021,16433,17164,15691,IE,-9.8,52.1
0,0,6652,21769,22738,20787,IE,-7.9,52.7
0,0,4693,18575,18180,17707,IE,-7.9,53
0,0,6072,20252,21008,19335,IE,-9.3,52.9
0,0,3956,23374,20451,22222,IE,-7.3,53.7
0,0,4001,13095,13678,12504,IE,-8.4,51.7
0,0,27592,208719,202177,195704,IE,-6.4,53.2
0,0,4731,27954,24459,26577,IE,-9.6,54.1
0,0,3281,19386,16962,18431,IE,-8.1,54
0,0,2182,12894,11282,12259,IE,-10,53.5
0,0,2464,14561,12740,13843,IE,-9.2,54.2
0,0,7532,24650,25747,23538,IE,-8.3,52
0,0,7520,24610,25705,23500,IE,-6.3,52.8
0,0,2099,6868,7174,6559,IE,-9.8,51.5
0,0,3681,21750,19030,20678,IE,-8.6,53.5
0,0,6459,21815,22528,20824,IE,-6.9,52.7
0,0,6277,20543,21457,19617,IE,-9,52.2
0,0,6971,22813,23828,21784,IE,-7.8,52.1
0,0,2691,15900,13912,15117,IE,-8.9,53.8
0,0,7575,24790,25893,23672,IE,-8.7,52
0,0,2497,14743,12902,14016,IE,-8,53.3
0,0,2818,16654,14572,15833,IE,-7,53.1
0,0,4405,17102,16843,16306,IE,-7.6,52.8
0,0,5169,18564,18764,17711,IE,-8.4,52.9
0,0,2569,15179,13281,14432,IE,-7.7,53.2
0,0,7848,25684,26826,24525,IE,-9.6,52.3
0,0,3942,12900,13474,12318,IE,-10.2,51.9
0,0,6319,20680,21600,19747,IE,-9.2,52.7
0,0,4882,15976,16687,15255,IE,-7.3,52.4
0,0,2950,17433,15253,16574,IE,-7.7,54
0,0,3188,17756,15763,16887,IE,-7.4,53
0,0,4917,16090,16806,15364,IE,-9.7,51.8
0,0,6641,21734,22701,20754,IE,-9.2,52.4
0,0,4793,15685,16383,14978,IE,-9.4,51.7
3777,2085,1634,33165,49644,49471,EL,24.9,41.2
6031,3528,2156,34839,52755,54934,EL,24.3,41.1
1195,602,425,11129,16810,16958,EL,25.5,41.3
1585,975,592,13662,21416,21769,EL,22.4,37.9
2116,1484,858,17355,27855,28936,EL,23,39
905,455,227,7208,11340,10937,EL,22.4,39.1
1877,835,602,12866,19253,19308,EL,22.5,38.8
3671,1708,958,18002,24910,24809,EL,26.1,40.9
5628,2933,1869,30941,45068,43364,EL,22.3,40.4
3053,1483,799,14999,22826,23768,EL,22.7,41.1
832,399,307,7268,11263,10664,EL,22,38.5
5294,1848,3747,61290,87982,87392,EL,25,35.2
2715,1061,934,28426,42858,41737,EL,20.7,39.5
831,493,402,11146,15770,16452,EL,25.8,35.1
1937,665,1211,23092,34714,32741,EL,25.3,35.1
1234,383,858,10845,17442,17438,EL,24.9,35
1311,356,572,13243,12262,19733,EL,26.1,39.3
787,213,343,7944,7356,11838,EL,26.5,39.2
982,266,428,9915,9180,14774,EL,26.2,39.1
2874,1593,865,18430,27734,26925,EL,22.3,40.1
3479,1014,1443,33453,32736,55537,EL,19.9,39.6
1269,412,645,13655,13699,21624,EL,20.6,38.3
2497,1262,860,19693,29718,30336,EL,25.4,41
7792,4534,3393,74757,107970,107926,EL,22,38.3
736,211,259,7490,12790,11592,EL,21.2,39
6476,4096,2288,56890,83033,81840,EL,22.3,39.7
1681,932,501,15117,24194,23121,EL,21.8,37.4
6989,3505,2656,34112,51870,54053,EL,22.1,40.7
1596,585,478,13995,23568,23241,EL,21.3,38.4
2475,1552,991,20868,31206,32482,EL,22.8,39.2
1728,521,587,11232,17292,17082,EL,21.5,40.8
1320,536,195,8948,13875,13255,EL,22.6,36.9
1583,677,679,12064,18173,17749,EL,21.6,40.1
141,61,50,1467,2342,2334,EL,20.8,40.3
3759,2183,918,31458,47408,45592,EL,22.2,37.1
1447,760,383,11982,18567,18027,EL,22.4,37.3
6358,2851,1868,28330,43264,44192,EL,22.5,40.5
1628,795,624,12434,19807,19982,EL,23,38.6
872,369,243,7456,12964,10890,EL,21.6,39.1
1938,978,773,17915,28622,29221,EL,22,39.2
1213,619,331,10723,16359,16255,EL,22.6,37.2
2246,1101,1252,17695,24198,25749,EL,22,40.2
1622,458,548,15779,26167,24831,EL,21.4,38.9
3848,1795,1964,22390,32843,33334,EL,22,40.5
2098,884,693,11798,17931,18297,EL,21.8,40.9
1195,482,386,9008,14015,13372,EL,21.9,38.8
1136,549,411,11049,16495,17112,EL,21.8,39.9
1819,983,669,18345,27924,27261,EL,21.6,39.6
1038,537,370,8830,15098,14270,EL,22,37.5
1126,539,455,10444,15621,15770,EL,22.7,38.5
2564,1400,1040,18687,30126,29404,EL,23.1,38.4
5641,3179,2351,38618,60541,60844,EL,23.7,38.5
2991,1512,571,14512,21887,22328,EL,22,41
2550,1518,927,14430,22511,23315,EL,24.6,41.2
3062,1853,987,16875,26941,28951,EL,24,40.8
4166,2504,1310,22944,34897,35719,EL,24.1,41.2
2041,1101,494,16225,25932,24336,EL,22.4,37.6
1151,566,406,9684,14034,13864,EL,22.2,38.6
284,152,85,6979,11325,11496,EL,25.8,41.3
223,95,86,2580,4130,4054,EL,20.7,40
3092,892,1222,32402,48997,48234,EL,20.9,39.1
1927,583,705,13038,19160,19547,EL,21.3,40.4
4528,2200,1310,21850,32534,33640,EL,23,40.9
1483,612,498,15003,25360,22947,EL,21.2,39.4
1696,708,553,17895,27984,25999,EL,20.3,39.6
2321,934,487,11117,16324,17918,EL,26.4,41.4
2363,1305,499,19430,31287,30046,EL,21.8,36.9
703,303,220,6214,9819,9647,EL,21.5,39.9
10752,6192,5615,70319,113765,116888,EL,23.5,38.2
803,293,246,6402,10004,9794,EL,21,40.2
1695,688,537,16281,24560,23639,EL,21.1,39.8
1255,605,251,9339,14749,14327,EL,22.3,36.9
1828,1108,578,16059,25588,26304,EL,22.5,39.4
3390,1750,1196,33447,51354,51597,EL,22,39.5
102000,50241,53170,1043291,1450296,1503139,EL,23.9,38.2
8782,4082,2306,39266,58665,61467,EL,22.5,40.8
2446,1079,798,16315,24643,25049,EL,22.2,38.9
931,457,195,5378,7932,8042,EL,26.2,41.1
2473,774,837,22778,37276,35320,EL,21.6,38.5
1284,538,381,9270,13907,13886,EL,22.6,39
4325,2561,1261,23404,35529,37035,EL,23.8,41.2
NA,NA,NA,NA,NA,NA,EL,23.7,40.6
3900,1406,2591,23359,35411,36726,EL,21.6,40.5
1252,416,429,11959,21533,21563,EL,21.1,38.7
2316,935,773,24942,35662,34994,EL,20.8,39.8
1618,929,466,15925,26059,22796,EL,21.7,39.4
856,394,256,6391,9822,9890,EL,22.8,38.8
46392,20463,15401,262629,354692,368476,EL,22.9,40.7
1509,854,395,10403,15928,15975,EL,22.6,40
1965,1017,925,17696,29016,26565,EL,21.7,37.6
1505,425,480,9006,13197,13053,EL,21.2,40.7
7965,3305,2565,44741,61555,60780,EL,23,40.4
3113,1217,605,13373,18596,20279,EL,26.3,41.6
824,241,277,5243,7678,7782,EL,21,40.4
841,517,255,8702,13670,13775,EL,22.1,39.9
986,503,437,8904,13978,14006,EL,22.8,38.3
NA,13074,69362,NA,126990,124676,UK,-1.3,52.4
NA,13929,89687,NA,206158,179201,UK,-2.6,51.6
NA,57,127,NA,570,484,UK,-5.5,56.6
NA,3815,21278,NA,37256,32914,UK,-2.5,52
NA,19722,128219,NA,210688,201041,UK,-1.6,50.9
NA,328,735,NA,3349,2837,UK,-5.2,57.5
NA,4499,28807,NA,39878,42590,UK,-1.9,51
NA,8899,18914,NA,87135,72262,UK,-3.5,55.7
NA,19503,115978,NA,241243,209334,UK,-0.1,50.9
NA,338,757,NA,3451,2924,UK,-4.2,57.1
NA,1870,3242,NA,10388,8881,UK,-2.1,57.6
NA,2904,5002,NA,18322,15705,UK,-3.8,56.3
NA,12906,76325,NA,121621,108924,UK,-0.7,51
NA,11008,31372,NA,94191,50462,UK,-1.8,51.8
NA,983,5778,NA,11252,10409,UK,-0.6,52.6
NA,471,2814,NA,7081,6187,UK,-3.7,52.3
NA,12916,79991,NA,121371,118339,UK,0.3,51.8
NA,7740,41748,NA,68527,65074,UK,-1.4,51.1
NA,8377,53271,NA,116976,99898,UK,-2.5,51.3
NA,10664,71156,NA,135327,129945,UK,-1.4,54.6
NA,1646,2889,NA,9563,8084,UK,-4.5,56.6
NA,2261,11815,NA,21329,18262,UK,-3,52.1
NA,9247,36937,NA,86553,60299,UK,-2.2,51.6
NA,2180,13407,NA,24086,21048,UK,-3.4,51.2
NA,315,1407,NA,2559,2261,UK,-1.6,53.2
NA,12753,83023,NA,174839,171796,UK,-1.4,53.9
NA,8006,42439,NA,103834,89533,UK,-1.2,51.8
NA,16359,75297,NA,159819,154442,UK,-1.1,52.7
NA,2936,14900,NA,26613,22659,UK,-2.6,52.2
NA,5913,42347,NA,78965,79620,UK,-1,53.6
NA,7140,43120,NA,66927,67812,UK,-0.3,53.6
NA,344,771,NA,3513,2977,UK,-5.4,57
NA,2381,4133,NA,13236,11316,UK,-2.9,57.1
NA,12870,62811,NA,122616,104258,UK,-2.1,51.9
NA,37279,184692,NA,340878,334560,UK,-0.5,51.4
NA,14972,80240,NA,144791,138160,UK,-0.5,51.9
NA,430,964,NA,4391,3721,UK,-4.2,58.3
NA,5041,29652,NA,46025,46104,UK,1.6,52.5
NA,1836,3251,NA,9833,8406,UK,-4,56.8
NA,18,37,NA,136,122,UK,-5.3,56.4
NA,5248,33750,NA,91818,80294,UK,-4.1,51.9
NA,11929,84394,NA,137013,125864,UK,0.9,51.2
NA,16936,98486,NA,153857,160068,UK,-2.2,52.3
NA,2,9,NA,15,13,UK,-2.5,54.3
NA,7127,48646,NA,87916,80161,UK,-3.4,50.8
NA,411,897,NA,3955,3353,UK,-4.7,56.9
NA,6070,34828,NA,50610,50661,UK,0.8,52.3
NA,8640,62307,NA,144108,145404,UK,-1.7,54.9
NA,2852,5389,NA,27757,22501,UK,-4,55.6
NA,13978,89636,NA,161391,167137,UK,-2.9,53.7
NA,2789,5146,NA,16112,14032,UK,-2.7,56.8
NA,3095,16192,NA,35061,29769,UK,-3.7,53.2
NA,15739,95768,NA,159022,145156,UK,0.4,51.1
NA,922,4889,NA,9913,8761,UK,-3.3,52.7
NA,2852,4994,NA,15917,13600,UK,-2.6,57.5
NA,2006,3573,NA,11554,9863,UK,-3.5,57.1
NA,7859,42726,NA,83653,76520,UK,-2.1,53.3
NA,18458,90417,NA,163164,151702,UK,-1,51.3
NA,2757,14082,NA,23586,24641,UK,-2.7,55
NA,31545,199479,NA,361369,399519,UK,-2,52.6
NA,6290,42767,NA,77522,70170,UK,-2.9,51.4
NA,4062,23269,NA,31520,32294,UK,-0.2,52.8
NA,25995,139111,NA,273801,274349,UK,-1.7,52.3
NA,3599,26064,NA,47052,40734,UK,-4.5,50.7
NA,17921,82624,NA,146878,122949,UK,-0.8,51.7
NA,311,697,NA,3177,2692,UK,-5.5,57.3
NA,3370,23009,NA,43763,36873,UK,-5,50.4
NA,4525,24281,NA,39336,37023,UK,1.2,52.4
NA,1440,12811,NA,24738,25341,UK,-1.5,53.5
NA,5208,45220,NA,78634,84099,UK,-0.3,53.9
NA,303,679,NA,3094,2621,UK,-4.7,58.1
NA,2988,14304,NA,26189,22139,UK,-2.9,52.5
NA,6357,30185,NA,50926,46184,UK,-1.3,52.1
NA,1880,3281,NA,9862,8400,UK,-4.1,56.6
NA,200,447,NA,2036,1725,UK,-3.8,58.1
NA,1917,3378,NA,11044,9533,UK,-2.4,57
NA,120,248,NA,568,532,UK,-3.5,55.1
NA,54,232,NA,380,335,UK,-0.8,52.8
NA,17866,39321,NA,177849,148460,UK,-3.4,56.1
NA,1575,8704,NA,17312,16486,UK,-1.8,55.5
NA,7980,45481,NA,78917,75495,UK,-2.3,52.9
NA,1423,5157,NA,11184,10358,UK,-2.7,55.3
NA,181,405,NA,1848,1565,UK,-3.2,58.3
NA,3132,16096,NA,33073,29235,UK,-4.9,51.8
NA,928,5302,NA,14509,12275,UK,-3.6,52.9
NA,3469,21239,NA,28505,29655,UK,0.4,52.7
NA,22810,155030,NA,230409,232234,UK,0.4,51.4
NA,849,5939,NA,18745,16229,UK,-3.9,52.1
NA,399,894,NA,4076,3453,UK,-3.6,58.5
NA,1516,2654,NA,7775,6651,UK,-3.4,56.5
NA,5883,33535,NA,59410,55725,UK,-1.9,53.1
NA,1630,9254,NA,22997,20035,UK,-2.3,54.5
NA,9167,51050,NA,89763,86516,UK,-0.9,52
NA,4318,30533,NA,45112,47642,UK,1.5,52.7
NA,4872,38661,NA,67210,61246,UK,-3.7,50.6
NA,346,641,NA,2458,2104,UK,-4.9,56.3
NA,2252,16306,NA,25997,24118,UK,-4,50.8
NA,356,796,NA,3629,3074,UK,-4.9,57.3
NA,10677,75191,NA,171898,176467,UK,-1.5,55.1
NA,5235,32253,NA,67137,57953,UK,-1,53.8
NA,3252,16904,NA,28169,26818,UK,-0.7,53.4
NA,523,3566,NA,11006,9462,UK,-3.9,52.5
NA,420,852,NA,3292,2795,UK,-4,57.5
NA,80355,398450,NA,985569,908590,UK,-0.2,51.4
NA,14784,77362,NA,129706,117579,UK,-0.7,51.2
NA,1960,14984,NA,34984,33047,UK,-3.2,51.9
NA,7645,57737,NA,86164,86031,UK,1.1,51.9
NA,1908,11344,NA,27418,24574,UK,-2.1,54.9
NA,1636,2940,NA,9296,8033,UK,-3.1,57
NA,6315,29681,NA,50200,45288,UK,-0.9,52.5
NA,11396,71925,NA,175471,174996,UK,-2.2,53.5
NA,1048,6611,NA,11599,10378,UK,-0.5,54.4
NA,205,458,NA,2087,1769,UK,-5.2,56.8
NA,1008,6820,NA,12221,12559,UK,-1,53.3
NA,1219,8368,NA,22326,20271,UK,-4.3,53.3
NA,193,477,NA,2338,2116,UK,-6.6,57.6
NA,298,616,NA,2295,2061,UK,-6.3,55.7
NA,1463,2984,NA,7138,6539,UK,-3.1,55.3
NA,3247,5080,NA,34919,38193,UK,-7.2,54.4
NA,1288,2015,NA,13855,15154,UK,-7.3,55
NA,5065,7922,NA,54458,59564,UK,-6.6,54.4
NA,6623,10360,NA,71218,77896,UK,-6.2,54.3
NA,3321,5194,NA,35705,39053,UK,-6.1,54.5
NA,3301,5163,NA,35491,38819,UK,-7.2,54.8
NA,1347,2106,NA,14480,15838,UK,-8,54.5
NA,3239,5066,NA,34827,38093,UK,-6.6,54.8
NA,3457,5408,NA,37174,40660,UK,-6.3,55.1
NA,5485,66697,NA,61782,98240,UK,-2.3,50.7
NA,3109,4863,NA,33429,36564,UK,-7.7,54.3
NA,2205,3449,NA,23710,25934,UK,-6.8,55.1
NA,3641,5695,NA,39149,42820,UK,-7.6,54.5
NA,3288,5142,NA,35349,38664,UK,-6.9,54.6
NA,2996,4687,NA,32217,35238,UK,-6.2,54.7
NA,2408,3767,NA,25892,28320,UK,-6.9,54.9
NA,858,4546,NA,9211,8137,UK,-3.4,52.4
NA,304,680,NA,3101,2627,UK,-4.8,57.9
NA,3494,21669,NA,30938,31067,UK,0.8,52.7
NA,22722,136668,NA,223094,212500,UK,-1.1,51
NA,7142,49407,NA,93430,93956,UK,-2.9,51.7
NA,599,4079,NA,15120,12491,UK,-4.2,53
NA,3464,42484,NA,36654,64766,UK,-2.5,50.9
NA,1464,8089,NA,16087,15320,UK,-1.9,55.3
NA,9450,49012,NA,83281,77707,UK,-0.5,52.3
NA,8839,53906,NA,87783,89554,UK,1.2,52.1
NA,9117,18007,NA,66596,60625,UK,-2.3,57.2
NA,273,611,NA,2786,2361,UK,-4.5,57.6
NA,7723,23539,NA,58823,34134,UK,-1.8,52
NA,14728,102962,NA,230598,231368,UK,-2.6,53.4
NA,291,551,NA,2568,2089,UK,-3.8,55.3
NA,2962,15167,NA,24266,21231,UK,-0.5,53
NA,1725,10446,NA,17345,15971,UK,-0.3,54.2
NA,23,93,NA,183,153,UK,-2.7,54.5
NA,7244,51142,NA,85270,83612,UK,-4.2,50.4
NA,6453,42347,NA,80635,81027,UK,1.2,52.7
NA,3191,18145,NA,34796,30549,UK,-0.8,54
NA,3363,21763,NA,38909,36673,UK,-0.9,54.4
NA,1504,7076,NA,12099,10609,UK,-2,54.4
NA,4592,24863,NA,53314,47786,UK,-3.2,53
NA,4976,9833,NA,34200,28724,UK,-2.4,55.9
NA,3454,6347,NA,19827,16890,UK,-3.2,57.5
NA,3614,7343,NA,27810,23529,UK,-3,55.6
NA,9357,19789,NA,105398,88755,UK,-3.7,55.9
NA,223,500,NA,2281,1932,UK,-5.7,57.6
NA,190,913,NA,1538,1594,UK,-3.2,54.8
NA,664,3733,NA,8362,7396,UK,-3.5,52
NA,253,566,NA,2578,2184,UK,-4.5,57.4
NA,301,675,NA,3075,2605,UK,-4.2,57.9
NA,2244,4331,NA,15707,13110,UK,-3.3,55.5
NA,11391,62641,NA,108697,113703,UK,-1.4,52.9
NA,3913,23440,NA,31702,32556,UK,0.2,52.5
NA,8561,41558,NA,80318,66736,UK,-1.4,51.6
NA,4961,21204,NA,37125,32069,UK,-1.4,54.2
NA,5215,27673,NA,46772,44210,UK,-2.6,52.6
NA,5234,25577,NA,46442,38286,UK,-2.1,51.3
NA,9798,51529,NA,82735,80912,UK,-1.5,52.8
NA,6320,31086,NA,50538,48482,UK,-1.9,52.8
NA,2409,12842,NA,22409,20167,UK,0.2,52.3
NA,10049,50259,NA,86317,77903,UK,-1,52.2
NA,3501,19651,NA,29242,27240,UK,-0.1,53.2
NA,67308,281697,NA,649607,644379,UK,-0.3,51.7
NA,386,827,NA,3518,2983,UK,-3.8,57.3
NA,4891,34967,NA,58803,53344,UK,-3.9,50.4
NA,48262,295412,NA,746533,779273,UK,0.1,51.6
NA,3708,32347,NA,93843,87407,UK,-3.5,51.8
NA,1381,8465,NA,23117,20116,UK,-4.4,52.1
NA,1485,8206,NA,16320,15542,UK,-2.2,55.1
NA,3175,17810,NA,40758,36384,UK,-1.8,54.5
NA,2714,18528,NA,35241,29693,UK,-4.6,50.4
NA,444,918,NA,2105,1969,UK,-4.7,54.9
NA,3924,19506,NA,35973,31366,UK,-2.8,52.8
NA,1152,5696,NA,11994,10688,UK,-2.5,54.8
NA,16366,90293,NA,146398,136732,UK,-0.1,51.1
NA,14393,31647,NA,178861,148326,UK,-4.1,56
NA,2920,17678,NA,23237,23607,UK,0,53
NA,10809,55405,NA,103769,91756,UK,-2.5,53.1
NA,8934,45841,NA,79888,72561,UK,-1.7,51.4
NA,12646,62595,NA,193798,151853,UK,-3.4,51.5
NA,2198,3962,NA,12032,10401,UK,-3.4,56.8
NA,14121,73410,NA,128678,119820,UK,-0.2,52
NA,5331,37099,NA,69610,74424,UK,-2.4,53.7
NA,2174,10059,NA,17979,16025,UK,-1.9,54
NA,2512,4271,NA,16958,13919,UK,-4.5,56.3
NA,6343,42120,NA,67845,65436,UK,-3,51.1
NA,15133,106156,NA,257251,253336,UK,-3,53.3
NA,326,699,NA,2872,2505,UK,-5,56.6
NA,2092,5863,NA,13880,12474,UK,-2.5,55.5
NA,5411,11787,NA,54430,47460,UK,-3.2,56.3
NA,6581,14323,NA,66940,59773,UK,-3,56.5
NA,4209,23532,NA,41230,38986,UK,-0.7,53.2
6449,3520,1822,41577,36882,22267,DE,13,48.3
17136,8558,5281,89029,81752,68198,DE,8.9,48
NA,8441,5290,NA,93580,69769,DE,7.8,50
13892,9192,2913,40143,43380,36578,DE,11,51.6
13584,7734,2147,36897,37808,29968,DE,11.3,51.9
NA,28094,8881,NA,94060,76376,DE,13.2,51.1
NA,21852,8181,NA,75898,62474,DE,12.9,50.5
9450,4754,3360,75972,67712,46120,DE,9.8,54.2
NA,2323,981,NA,19296,14873,DE,10.9,53.3
6064,2578,1752,49027,39000,27610,DE,9.1,54.4
NA,NA,NA,NA,NA,NA,DE,11.5,48.7
17158,10781,3068,46090,41809,35679,DE,11.5,51.5
45301,32592,22014,346941,320440,223611,DE,9.1,50.1
17579,12532,3789,55221,57240,49049,DE,10.2,50.9
5523,2801,847,14951,12240,9773,DE,14.3,53.5
9241,4204,1566,35256,23607,17292,DE,12.9,53
12240,5833,3843,125681,118256,104858,DE,7.1,52.1
NA,4089,1574,NA,17802,16291,DE,13.1,51.8
NA,13389,7075,NA,125337,94190,DE,8.1,50.7
NA,NA,NA,NA,NA,NA,DE,9.3,51.7
82983,57537,32493,578762,560375,479975,DE,6.7,51.5
6532,2723,924,23265,13712,10404,DE,12.7,52.7
22634,13417,9832,176300,170073,135884,DE,9.2,47.8
6037,3397,1086,21374,17609,13687,DE,13.2,53.3
44058,29011,13677,293868,280884,239426,DE,7.1,51.7
NA,NA,NA,NA,NA,NA,DE,10.2,50.5
15605,7243,2200,55732,34168,24900,DE,13.9,52.9
13530,5499,2501,78294,69046,57263,DE,7.6,53
NA,18154,5910,NA,54339,41158,DE,14.1,50.9
NA,NA,NA,NA,NA,NA,DE,10.9,49.3
12611,8527,2053,34127,35131,27670,DE,11.3,51.3
NA,8228,4637,NA,90513,75411,DE,6.8,50.5
7941,4697,2610,51401,45106,30281,DE,10.7,48.6
NA,NA,NA,NA,NA,NA,DE,10.8,49
NA,2004,1402,NA,23885,16634,DE,11,54.3
NA,24152,7832,NA,99868,73952,DE,12.7,51.3
12200,6500,4078,84142,78087,62162,DE,9.8,47.9
7224,3603,999,23429,20849,14732,DE,12,53.7
NA,NA,NA,NA,NA,NA,DE,10.4,48.5
15580,9556,4991,86429,76965,52742,DE,9.8,50.6
15788,7758,4110,93455,87240,74514,DE,7.6,53.4
23743,13547,7876,186078,176350,148720,DE,8.5,51.9
43211,28965,9802,170552,155909,112248,DE,11.9,51.5
17182,9222,3423,63760,55703,39819,DE,11.8,53.9
7520,3637,1342,27376,15270,12344,DE,13.8,52.1
12740,6914,2186,37800,31819,27647,DE,11.8,52.4
27746,16869,8612,192969,184469,140899,DE,10.2,52.3
11810,5277,1824,42149,22504,17593,DE,14.2,52.6
12186,7057,2845,72184,64521,42100,DE,12.6,48.9
57877,41905,31196,456235,445330,356238,DE,9.2,48.9
23722,15874,5392,79926,63142,47721,DE,14.1,51.8
28661,23693,9519,114149,122163,98668,DE,11.7,50.9
6355,3377,2489,51554,45412,32040,DE,10.6,54.2
9969,5924,3645,57729,54067,44530,DE,9.1,49.5
NA,NA,NA,NA,NA,NA,DE,11.8,48.2
NA,16173,5182,NA,49565,37653,DE,14.9,51.3
5655,2743,806,15590,12935,9829,DE,13.5,53.5
13645,7536,4132,101652,97154,86082,DE,8.1,51.8
15203,8857,5747,113761,108360,94651,DE,8.1,51.1
14694,8090,5474,91893,81316,60913,DE,9.3,51.1
8972,4251,1644,32089,23088,19852,DE,12.3,52.3
NA,NA,NA,NA,NA,NA,DE,12.2,48.3
36654,21889,15959,237458,234060,194081,DE,6.9,49.4
NA,30954,10313,NA,112323,94199,DE,12.4,51
10410,6732,4696,82854,75315,50081,DE,11.7,48.5
NA,NA,NA,NA,NA,NA,DE,11.3,49.4
5338,2797,1000,17433,15142,12180,DE,11.4,52.5
22718,14397,9212,141185,133390,107702,DE,8.1,48.7
NA,18876,5391,NA,60827,46522,DE,14.3,51.6
25271,18002,6418,85544,85139,73093,DE,10.7,50.9
NA,19586,6177,NA,79593,64959,DE,11.9,51.1
NA,NA,NA,NA,NA,NA,DE,11.8,48.9
NA,14039,5683,NA,62873,50079,DE,12.2,50.3
10366,5828,3700,68703,68964,52550,DE,8,53.7
NA,2841,1720,NA,36920,33877,DE,8.5,51.1
NA,NA,NA,NA,NA,NA,DE,9.2,50.3
19982,12320,4740,64968,59572,51943,DE,12,51.9
43399,31005,17860,399109,380390,308083,DE,6.7,50.8
NA,47833,42347,NA,584674,431651,DE,8.4,50.2
12358,6280,2356,40161,33759,26117,DE,13.1,54
4056,2106,1098,29760,28395,22446,DE,8.7,52.6
NA,27556,19910,NA,310257,228162,DE,8.7,49.8
25888,16184,7695,129779,121647,83403,DE,12.3,54.2
NA,NA,NA,NA,NA,NA,DE,9.5,49.7
9521,5320,3055,69043,62753,41577,DE,11.5,49.3
8090,3863,1858,50138,43154,28311,DE,9,54
5998,2985,841,18240,15625,12166,DE,12.6,53.7
NA,NA,NA,NA,NA,NA,DE,10.8,50.3
NA,NA,NA,NA,NA,NA,DE,11.1,52.5
48333,32466,16617,263763,233998,174494,DE,13.7,52.6
